code,industry,market
4744,Biotech & medical,otc
4747,Biotech & medical,otc
4905,Biotech & medical,otc
4911,Biotech & medical,otc
5312,Biotech & medical,otc
6130,Biotech & medical,otc
6242,Biotech & medical,otc
6461,Biotech & medical,otc
6469,Biotech & medical,otc
6492,Biotech & medical,otc
6496,Biotech & medical,otc
6499,Biotech & medical,otc
6523,Biotech & medical,otc
6527,Biotech & medical,otc
6535,Biotech & medical,otc
6547,Biotech & medical,otc
6569,Biotech & medical,otc
6574,Biotech & medical,otc
6576,Biotech & medical,otc
6612,Biotech & medical,otc
6615,Biotech & medical,otc
6620,Biotech & medical,otc
6637,Biotech & medical,otc
6649,Biotech & medical,otc
6661,Biotech & medical,otc
6662,Biotech & medical,otc
6703,Biotech & medical,otc
6712,Biotech & medical,otc
6730,Biotech & medical,otc
6733,Biotech & medical,otc
6762,Biotech & medical,otc
6767,Biotech & medical,otc
6785,Biotech & medical,otc
6841,Biotech & medical,otc
6844,Biotech & medical,otc
6872,Biotech & medical,otc
6875,Biotech & medical,otc
6929,Biotech & medical,otc
6945,Biotech & medical,otc
6986,Biotech & medical,otc
7713,Biotech & medical,otc
8279,Biotech & medical,otc
8403,Biotech & medical,otc
8409,Biotech & medical,otc
8432,Biotech & medical,otc
8436,Biotech & medical,otc
2035,Steel,otc
2063,Steel,otc
2064,Steel,otc
2065,Steel,otc
2073,Steel,otc
4950,Steel,otc
5009,Steel,otc
5011,Steel,otc
5013,Steel,otc
5014,Steel,otc
5015,Steel,otc
5016,Steel,otc
6248,Steel,otc
8349,Steel,otc
8415,Steel,otc
8930,Steel,otc
9962,Steel,otc
1595,Semiconductors,otc
3105,Semiconductors,otc
3122,Semiconductors,otc
3131,Semiconductors,otc
3141,Semiconductors,otc
3169,Semiconductors,otc
3178,Semiconductors,otc
3227,Semiconductors,otc
3228,Semiconductors,otc
3259,Semiconductors,otc
3260,Semiconductors,otc
3264,Semiconductors,otc
3265,Semiconductors,otc
3268,Semiconductors,otc
3317,Semiconductors,otc
3372,Semiconductors,otc
3374,Semiconductors,otc
3438,Semiconductors,otc
3467,Semiconductors,otc
3527,Semiconductors,otc
3529,Semiconductors,otc
3555,Semiconductors,otc
3556,Semiconductors,otc
3567,Semiconductors,otc
3581,Semiconductors,otc
3675,Semiconductors,otc
3680,Semiconductors,otc
3707,Semiconductors,otc
4749,Semiconductors,otc
4923,Semiconductors,otc
4951,Semiconductors,otc
4973,Semiconductors,otc
5272,Semiconductors,otc
5274,Semiconductors,otc
5299,Semiconductors,otc
5302,Semiconductors,otc
5344,Semiconductors,otc
5347,Semiconductors,otc
5351,Semiconductors,otc
5425,Semiconductors,otc
5443,Semiconductors,otc
5468,Semiconductors,otc
5483,Semiconductors,otc
5487,Semiconductors,otc
6103,Semiconductors,otc
6104,Semiconductors,otc
6129,Semiconductors,otc
6138,Semiconductors,otc
6147,Semiconductors,otc
6182,Semiconductors,otc
6187,Semiconductors,otc
6208,Semiconductors,otc
6223,Semiconductors,otc
6229,Semiconductors,otc
6233,Semiconductors,otc
6237,Semiconductors,otc
6261,Semiconductors,otc
6291,Semiconductors,otc
6411,Semiconductors,otc
6423,Semiconductors,otc
6435,Semiconductors,otc
6462,Semiconductors,otc
6485,Semiconductors,otc
6488,Semiconductors,otc
6494,Semiconductors,otc
6510,Semiconductors,otc
6532,Semiconductors,otc
6548,Semiconductors,otc
6568,Semiconductors,otc
6640,Semiconductors,otc
6643,Semiconductors,otc
6651,Semiconductors,otc
6679,Semiconductors,otc
6683,Semiconductors,otc
6684,Semiconductors,otc
6693,Semiconductors,otc
6708,Semiconductors,otc
6716,Semiconductors,otc
6720,Semiconductors,otc
6732,Semiconductors,otc
6788,Semiconductors,otc
6823,Semiconductors,otc
6829,Semiconductors,otc
6895,Semiconductors,otc
6953,Semiconductors,otc
6996,Semiconductors,otc
7556,Semiconductors,otc
7704,Semiconductors,otc
7712,Semiconductors,otc
7734,Semiconductors,otc
7751,Semiconductors,otc
7770,Semiconductors,otc
7772,Semiconductors,otc
8024,Semiconductors,otc
8040,Semiconductors,otc
8054,Semiconductors,otc
8086,Semiconductors,otc
8088,Semiconductors,otc
8091,Semiconductors,otc
8102,Semiconductors,otc
8227,Semiconductors,otc
8277,Semiconductors,otc
8299,Semiconductors,otc
8383,Semiconductors,otc
1569,Computers & peripherals,otc
3071,Computers & peripherals,otc
3088,Computers & peripherals,otc
3211,Computers & peripherals,otc
3213,Computers & peripherals,otc
3272,Computers & peripherals,otc
3287,Computers & peripherals,otc
3323,Computers & peripherals,otc
3325,Computers & peripherals,otc
3349,Computers & peripherals,otc
3479,Computers & peripherals,otc
3483,Computers & peripherals,otc
3540,Computers & peripherals,otc
3577,Computers & peripherals,otc
3594,Computers & peripherals,otc
3611,Computers & peripherals,otc
3625,Computers & peripherals,otc
3693,Computers & peripherals,otc
3709,Computers & peripherals,otc
4931,Computers & peripherals,otc
5289,Computers & peripherals,otc
5356,Computers & peripherals,otc
5386,Computers & peripherals,otc
5426,Computers & peripherals,otc
5438,Computers & peripherals,otc
5465,Computers & peripherals,otc
5474,Computers & peripherals,otc
5490,Computers & peripherals,otc
6121,Computers & peripherals,otc
6150,Computers & peripherals,otc
6160,Computers & peripherals,otc
6161,Computers & peripherals,otc
6188,Computers & peripherals,otc
6228,Computers & peripherals,otc
6276,Computers & peripherals,otc
6441,Computers & peripherals,otc
6570,Computers & peripherals,otc
6577,Computers & peripherals,otc
6680,Computers & peripherals,otc
6922,Computers & peripherals,otc
8050,Computers & peripherals,otc
8076,Computers & peripherals,otc
8234,Computers & peripherals,otc
8410,Computers & peripherals,otc
3066,Optoelectronics,otc
3128,Optoelectronics,otc
3230,Optoelectronics,otc
3297,Optoelectronics,otc
3339,Optoelectronics,otc
3362,Optoelectronics,otc
3434,Optoelectronics,otc
3441,Optoelectronics,otc
3455,Optoelectronics,otc
3490,Optoelectronics,otc
3516,Optoelectronics,otc
3523,Optoelectronics,otc
3531,Optoelectronics,otc
3615,Optoelectronics,otc
3623,Optoelectronics,otc
3630,Optoelectronics,otc
3666,Optoelectronics,otc
3691,Optoelectronics,otc
4729,Optoelectronics,otc
4933,Optoelectronics,otc
4972,Optoelectronics,otc
4995,Optoelectronics,otc
5220,Optoelectronics,otc
5230,Optoelectronics,otc
5245,Optoelectronics,otc
5251,Optoelectronics,otc
5315,Optoelectronics,otc
5392,Optoelectronics,otc
6167,Optoelectronics,otc
6222,Optoelectronics,otc
6234,Optoelectronics,otc
6244,Optoelectronics,otc
6246,Optoelectronics,otc
6419,Optoelectronics,otc
6498,Optoelectronics,otc
6517,Optoelectronics,otc
6556,Optoelectronics,otc
6560,Optoelectronics,otc
6859,Optoelectronics,otc
6899,Optoelectronics,otc
7402,Optoelectronics,otc
7753,Optoelectronics,otc
8049,Optoelectronics,otc
8064,Optoelectronics,otc
8069,Optoelectronics,otc
8111,Optoelectronics,otc
8240,Optoelectronics,otc
3081,Communications & networking,otc
3095,Communications & networking,otc
3152,Communications & networking,otc
3163,Communications & networking,otc
3221,Communications & networking,otc
3234,Communications & networking,otc
3306,Communications & networking,otc
3363,Communications & networking,otc
3466,Communications & networking,otc
3491,Communications & networking,otc
3499,Communications & networking,otc
3558,Communications & networking,otc
3564,Communications & networking,otc
3632,Communications & networking,otc
3672,Communications & networking,otc
3684,Communications & networking,otc
4903,Communications & networking,otc
4908,Communications & networking,otc
4909,Communications & networking,otc
4979,Communications & networking,otc
5353,Communications & networking,otc
6109,Communications & networking,otc
6143,Communications & networking,otc
6170,Communications & networking,otc
6190,Communications & networking,otc
6218,Communications & networking,otc
6241,Communications & networking,otc
6245,Communications & networking,otc
6263,Communications & networking,otc
6417,Communications & networking,otc
6465,Communications & networking,otc
6470,Communications & networking,otc
6486,Communications & networking,otc
6530,Communications & networking,otc
6546,Communications & networking,otc
6561,Communications & networking,otc
6588,Communications & networking,otc
8034,Communications & networking,otc
8048,Communications & networking,otc
8059,Communications & networking,otc
8089,Communications & networking,otc
8097,Communications & networking,otc
8176,Communications & networking,otc
1336,Electronic components,otc
1815,Electronic components,otc
3078,Electronic components,otc
3114,Electronic components,otc
3115,Electronic components,otc
3191,Electronic components,otc
3206,Electronic components,otc
3207,Electronic components,otc
3217,Electronic components,otc
3236,Electronic components,otc
3276,Electronic components,otc
3288,Electronic components,otc
3290,Electronic components,otc
3294,Electronic components,otc
3310,Electronic components,otc
3322,Electronic components,otc
3332,Electronic components,otc
3354,Electronic components,otc
3357,Electronic components,otc
3388,Electronic components,otc
3390,Electronic components,otc
3484,Electronic components,otc
3485,Electronic components,otc
3492,Electronic components,otc
3511,Electronic components,otc
3520,Electronic components,otc
3526,Electronic components,otc
3537,Electronic components,otc
3548,Electronic components,otc
3597,Electronic components,otc
3609,Electronic components,otc
3624,Electronic components,otc
3631,Electronic components,otc
3646,Electronic components,otc
3689,Electronic components,otc
3710,Electronic components,otc
4542,Electronic components,otc
4939,Electronic components,otc
4974,Electronic components,otc
5228,Electronic components,otc
5291,Electronic components,otc
5309,Electronic components,otc
5328,Electronic components,otc
5340,Electronic components,otc
5355,Electronic components,otc
5439,Electronic components,otc
5457,Electronic components,otc
5460,Electronic components,otc
5464,Electronic components,otc
5475,Electronic components,otc
5488,Electronic components,otc
5498,Electronic components,otc
6114,Electronic components,otc
6124,Electronic components,otc
6126,Electronic components,otc
6127,Electronic components,otc
6134,Electronic components,otc
6156,Electronic components,otc
6158,Electronic components,otc
6173,Electronic components,otc
6174,Electronic components,otc
6175,Electronic components,otc
6185,Electronic components,otc
6194,Electronic components,otc
6203,Electronic components,otc
6204,Electronic components,otc
6207,Electronic components,otc
6210,Electronic components,otc
6217,Electronic components,otc
6220,Electronic components,otc
6259,Electronic components,otc
6266,Electronic components,otc
6274,Electronic components,otc
6275,Electronic components,otc
6279,Electronic components,otc
6284,Electronic components,otc
6290,Electronic components,otc
6292,Electronic components,otc
6418,Electronic components,otc
6432,Electronic components,otc
6538,Electronic components,otc
6584,Electronic components,otc
6597,Electronic components,otc
6642,Electronic components,otc
6664,Electronic components,otc
6727,Electronic components,otc
6761,Electronic components,otc
6821,Electronic components,otc
6913,Electronic components,otc
6967,Electronic components,otc
7744,Electronic components,otc
8038,Electronic components,otc
8042,Electronic components,otc
8043,Electronic components,otc
8071,Electronic components,otc
8074,Electronic components,otc
8093,Electronic components,otc
8109,Electronic components,otc
8121,Electronic components,otc
8147,Electronic components,otc
8155,Electronic components,otc
8182,Electronic components,otc
8289,Electronic components,otc
8291,Electronic components,otc
8358,Electronic components,otc
3224,Electronics distribution,otc
3232,Electronics distribution,otc
3360,Electronics distribution,otc
3444,Electronics distribution,otc
6113,Electronics distribution,otc
6118,Electronics distribution,otc
6154,Electronics distribution,otc
6227,Electronics distribution,otc
6265,Electronics distribution,otc
6270,Electronics distribution,otc
6474,Electronics distribution,otc
8032,Electronics distribution,otc
8067,Electronics distribution,otc
8068,Electronics distribution,otc
8084,Electronics distribution,otc
8096,Electronics distribution,otc
3147,IT services,otc
3158,IT services,otc
3570,IT services,otc
4953,IT services,otc
5201,IT services,otc
5202,IT services,otc
5210,IT services,otc
5211,IT services,otc
5212,IT services,otc
5310,IT services,otc
5403,IT services,otc
5410,IT services,otc
6123,IT services,otc
6140,IT services,otc
6148,IT services,otc
6163,IT services,otc
6221,IT services,otc
6231,IT services,otc
6240,IT services,otc
6516,IT services,otc
6590,IT services,otc
6593,IT services,otc
6697,IT services,otc
6751,IT services,otc
6752,IT services,otc
6791,IT services,otc
6874,IT services,otc
6884,IT services,otc
7767,IT services,otc
8099,IT services,otc
8272,IT services,otc
8284,IT services,otc
8416,IT services,otc
1785,Other electronics,otc
3093,Other electronics,otc
3219,Other electronics,otc
3285,Other electronics,otc
3289,Other electronics,otc
3303,Other electronics,otc
3324,Other electronics,otc
3373,Other electronics,otc
3402,Other electronics,otc
3465,Other electronics,otc
3498,Other electronics,otc
3508,Other electronics,otc
3541,Other electronics,otc
3552,Other electronics,otc
3580,Other electronics,otc
3587,Other electronics,otc
3628,Other electronics,otc
3663,Other electronics,otc
4554,Other electronics,otc
4577,Other electronics,otc
4760,Other electronics,otc
5452,Other electronics,otc
5489,Other electronics,otc
5493,Other electronics,otc
5536,Other electronics,otc
6146,Other electronics,otc
6151,Other electronics,otc
6512,Other electronics,otc
6613,Other electronics,otc
6654,Other electronics,otc
6667,Other electronics,otc
6725,Other electronics,otc
6735,Other electronics,otc
6739,Other electronics,otc
6840,Other electronics,otc
6855,Other electronics,otc
6877,Other electronics,otc
6903,Other electronics,otc
6983,Other electronics,otc
7703,Other electronics,otc
7728,Other electronics,otc
8047,Other electronics,otc
8085,Other electronics,otc
8092,Other electronics,otc
8183,Other electronics,otc
8431,Other electronics,otc
8908,"Oil, power & gas",otc
8917,"Oil, power & gas",otc
8927,"Oil, power & gas",otc
8931,"Oil, power & gas",otc
2596,Construction,otc
2718,Construction,otc
3188,Construction,otc
3313,Construction,otc
3489,Construction,otc
3512,Construction,otc
3521,Construction,otc
4113,Construction,otc
4416,Construction,otc
4907,Construction,otc
5206,Construction,otc
5213,Construction,otc
5324,Construction,otc
5455,Construction,otc
5508,Construction,otc
5511,Construction,otc
5512,Construction,otc
5514,Construction,otc
5516,Construction,otc
5520,Construction,otc
5523,Construction,otc
5529,Construction,otc
5547,Construction,otc
5548,Construction,otc
6171,Construction,otc
6186,Construction,otc
6198,Construction,otc
6212,Construction,otc
6219,Construction,otc
6264,Construction,otc
8080,Construction,otc
8424,Construction,otc
2641,Shipping,otc
2643,Shipping,otc
5601,Shipping,otc
5603,Shipping,otc
5609,Shipping,otc
7716,Shipping,otc
1259,Tourism,otc
1268,Tourism,otc
2719,Tourism,otc
2729,Tourism,otc
2732,Tourism,otc
2734,Tourism,otc
2736,Tourism,otc
2740,Tourism,otc
2743,Tourism,otc
2745,Tourism,otc
2751,Tourism,otc
2752,Tourism,otc
2754,Tourism,otc
2755,Tourism,otc
2756,Tourism,otc
3252,Tourism,otc
3522,Tourism,otc
4419,Tourism,otc
4530,Tourism,otc
5301,Tourism,otc
5364,Tourism,otc
5701,Tourism,otc
5703,Tourism,otc
5704,Tourism,otc
5905,Tourism,otc
6961,Tourism,otc
7708,Tourism,otc
7723,Tourism,otc
7757,Tourism,otc
8077,Tourism,otc
5864,Finance,otc
5878,Finance,otc
6015,Finance,otc
6016,Finance,otc
6020,Finance,otc
6021,Finance,otc
6023,Finance,otc
6026,Finance,otc
6028,Finance,otc
1584,Other,otc
2221,Other,otc
3284,Other,otc
4430,Other,otc
4529,Other,otc
4541,Other,otc
4556,Other,otc
5209,Other,otc
5314,Other,otc
5345,Other,otc
5398,Other,otc
5450,Other,otc
5481,Other,otc
5530,Other,otc
5604,Other,otc
6179,Other,otc
6199,Other,otc
6721,Other,otc
6881,Other,otc
6904,Other,otc
7777,Other,otc
8342,Other,otc
8354,Other,otc
8401,Other,otc
8421,Other,otc
8435,Other,otc
8489,Other,otc
8905,Other,otc
8906,Other,otc
8916,Other,otc
8921,Other,otc
8929,Other,otc
8935,Other,otc
8936,Other,otc
8937,Other,otc
8942,Other,otc
2926,Cultural & creative,otc
3064,Cultural & creative,otc
3083,Cultural & creative,otc
3086,Cultural & creative,otc
3293,Cultural & creative,otc
3546,Cultural & creative,otc
3629,Cultural & creative,otc
4806,Cultural & creative,otc
4946,Cultural & creative,otc
5263,Cultural & creative,otc
5478,Cultural & creative,otc
6101,Cultural & creative,otc
6111,Cultural & creative,otc
6144,Cultural & creative,otc
6169,Cultural & creative,otc
6180,Cultural & creative,otc
6294,Cultural & creative,otc
6482,Cultural & creative,otc
6542,Cultural & creative,otc
6596,Cultural & creative,otc
6856,Cultural & creative,otc
7584,Cultural & creative,otc
8446,Cultural & creative,otc
8450,Cultural & creative,otc
8923,Cultural & creative,otc
9949,Cultural & creative,otc
1240,Agritech,otc
4171,Agritech,otc
6508,Agritech,otc
6578,Agritech,otc
3073,Green energy,otc
3551,Green energy,otc
3713,Green energy,otc
5205,Green energy,otc
5432,Green energy,otc
6624,Green energy,otc
6692,Green energy,otc
6803,Green energy,otc
6894,Green energy,otc
6971,Green energy,otc
7715,Green energy,otc
8087,Green energy,otc
8171,Green energy,otc
8390,Green energy,otc
8440,Green energy,otc
2640,Digital cloud,otc
2949,Digital cloud,otc
3085,Digital cloud,otc
3687,Digital cloud,otc
5278,Digital cloud,otc
5287,Digital cloud,otc
5321,Digital cloud,otc
6236,Digital cloud,otc
6690,Digital cloud,otc
6763,Digital cloud,otc
6811,Digital cloud,otc
6865,Digital cloud,otc
6870,Digital cloud,otc
6910,Digital cloud,otc
6925,Digital cloud,otc
6997,Digital cloud,otc
7547,Digital cloud,otc
7714,Digital cloud,otc
7738,Digital cloud,otc
7747,Digital cloud,otc
7805,Digital cloud,otc
8044,Digital cloud,otc
8472,Digital cloud,otc
8477,Digital cloud,otc
8932,Digital cloud,otc
1593,Sports & leisure,otc
5348,Sports & leisure,otc
6804,Sports & leisure,otc
8924,Sports & leisure,otc
8928,Sports & leisure,otc
8933,Sports & leisure,otc
8938,Sports & leisure,otc
9960,Sports & leisure,otc
2230,Home & living,otc
2916,Home & living,otc
2937,Home & living,otc
2938,Home & living,otc
2941,Home & living,otc
2947,Home & living,otc
2948,Home & living,otc
3067,Home & living,otc
3171,Home & living,otc
4609,Home & living,otc
4702,Home & living,otc
5902,Home & living,otc
5903,Home & living,otc
5904,Home & living,otc
6195,Home & living,otc
6728,Home & living,otc
6968,Home & living,otc
8066,Home & living,otc
8433,Home & living,otc
8941,Home & living,otc
7792,Other electronics,otc
7782,Home & living,otc
7794,Home & living,otc
7814,Biotech & medical,otc
7810,Semiconductors,otc
7820,Green energy,otc
7811,Sports & leisure,otc
7819,IT services,otc
7828,Semiconductors,otc
7825,Other electronics,otc
7842,Green energy,otc
7839,Digital cloud,otc
7856,Semiconductors,otc
3718,Optoelectronics,otc
