code,name_en
6141,PLOTECH
6142,CAMEO
6143,Netronix
6144,"Deltamac(Taiwan)Co.,Ltd"
6146,Sporton International
6147,Chipbond Technology
6148,Azion
6150,TUL
6151,Ginar Technology
6152,PRIME
6153,Career Tech.
6155,KC
6156,Song Shang Electronics
6158,P-Two Industries
6160,Cipherlab
6161,Jetway Information
6163,HwaCom Systems
6164,LEDTECH
6165,Lang
6166,ADLINK
6167,Powertip Technology
6168,HARVATEK CORPOR
6169,InterServ International
6170,Welldone
6171,Tacheng Real Estate
6173,Prosperity Dielectrics
6174,Aker Technology
6175,Liton Technology
6176,ROEC
6177,"DA-LI CO.,LTD."
6179,ATE Energy International
6180,Gamania Digital Entertainment
6182,Wafer Works
6183,TRADE-VAN
6184,Dafeng TV Ltd.
6185,Plastron Precision
6186,Shin Ruenn development
6187,All Ring Tech
6188,Quanta Storage
6189,Promate
6190,Wonderful Hi-tech
6191,GBM
6192,LUMAX
6194,Yufo Electronics
6195,Scan-D
6196,MIC
6197,JPC
6198,Rich Circle Development
6199,TienPin United Enterprise
6201,YAHORNG
6202,HOLTEK
6203,Sea Sonic Electronics
6204,Taiwan Alpha Electronic
6205,COXOC
6206,FLYTECH
6207,Laser Tek Taiwan
6208,Highlight Tech
6209,KINKO
6210,Kintech Electronics
6212,Li Ming Development Construction
6213,ITEQ
6214,SYSTEX
6215,Aurotek
6216,DrayTek Corp.
6217,C.C.P. Contact Probes
6218,Hauman Technologies
6219,Full Wang International Development
6220,YFC-Boneagle Electric
6221,Genesis Technology
6222,Li Hsuan Development & Construction
6223,MPI
6224,PTTC.
6225,aiPlex
6226,Para Light
6228,Pacific Image Electronics
6229,V-TAC Technology
6230,NCCI
6231,Insyde Software
6233,Prolific Technology
6234,Tera Autotech
6235,Waffer
6236,Neith
6237,C-Media Electronics
6239,PTI
6240,Sung Gang Corp.Limited
6241,Amigo Technology
6242,LI KANG BIOMEDICAL CO LTD
6243,ENE
6244,Motech Industries
6245,Lanner Electronics
6246,Taiwan Thick-Film Ind
6248,TMP STEEL CORPORATION
6257,SIGURD
6259,Bull Will
6261,Youngtek Electronics
6263,Planet Technology
6264,Kingland Property
6266,Top Union Electronics
6269,FLEXIUM
6271,THEIL
6272,WIESON
6274,Taiwan Union Technology
6275,Yen Sun Technology
6276,Antec
6277,ATEN
6278,TSMT
6279,Hu Lane Associate
6281,E-LIFE
6282,Acbel
6283,SOE
6284,INPAQ Technology
6285,WNC
6290,Longwell
6291,Analog Integrations
6294,Tekom Technologies
6405,ONANO
6409,VOLTRONIC
6411,Amazing Microelectronic
6412,Chicony Power
6414,ENNOCONN
6415,Silergy
6416,CASWELL
6417,Securitag Assembly Group
6419,NUUO
6423,Yield Microelectronics
6425,EASY FIELD CORPORATION
6426,APOGEE
6431,KL
6435,Sinopower Semiconductor
6438,SAA
6441,iBase Solution
6442,EZconn
6443,TSEC
6446,PEC
6449,APAQ
6451,ShunSin
6456,GIS
6461,INTECH BIOPHARM LTD
6462,Egis Technology
6464,top MSO
6465,ATrack Technology
6469,GREAT TREE PHARMACY CO LTD
6470,U-MEDIA Communications
6472,Bora
6477,Anji
6482,Fun Yours Technology
6485,ASolid Technology
6486,Interactive Digital Technologies
6488,GlobalWafers
6491,PEGAVISION
6492,SENHWA BIOSCIENCES INC
6494,Nyquest Technology
6496,EXCELSIOR BIOPHARMA INC
6498,Powertip Image
6499,MEDEON BIODESIGN INC
6504,NAN LIU
6505,FPCC
6506,SHUANG-BANG INDUSTRIAL CORP
6508,Huikwang
6509,TAIWAN HOPAX CHEMS.MFG.CO
6510,Chunghwa Precision Test Tech
6512,GoMax Electronics
6515,WinWay
6516,Kingwaytek Technology
6517,BASO Precision Optics
6523,DR.WU SKINCARE CO LTD
6525,GEM
6526,Airoha
6527,CRYSTALVUE MEDICAL CO LTD
6530,Axcen Photonics
6531,AP Memory
6532,Calitech
6533,ANDES
6534,CHBIO
6535,LUMOSA THERAPEUTICS CO LTD
6541,Tanvex
6542,Gamesparcs
6546,AMPAK Technology
6547,MEDIGEN VACCINE BIOLOGICS CORPO
6548,Chang Wah Technology
6550,PG
6552,JMC
6556,Topview Optronics
6558,SYNergy
6560,Appro Photoelectron
6561,Chief Telecom
6568,Rafael Microelectronics
6569,ONYX HEALTHCARE INC
6570,Aplex Technology
6573,HY
6574,MIKOBEAUTE INTERNATIONAL CO LTD
6576,FORESEE PHARMACEUTICALS CO LTD
6577,Promate Solutions
6578,DaBomb Protein Biotech
6579,AAEON
6581,TSU
6582,Shin Foong
6585,DingZing
6588,East Tender Optoelectronics
6589,EirGenix
6590,Provision Information
6591,SUN MAX
6592,HOTAI FINANCE
6593,Taiwan Numerical Powers
6596,Kuang Hong Arts Management Incorporation
6598,Applied BioCode
6603,FU CHUN SHIN MACHINERY MANUFACT
6605,DEPO
6606,KENT
6609,TAIWAN TAKISAWA TECHNOLOGY CO
6612,ICARES MEDICUS INC
6613,Nova Technology
6614,IISI
6615,SOFIVA GENOMICS CO LTD
6620,Handa Pharma
6624,Ever-Clear Environmental Eng
6625,Binlive
6637,MIC
6640,Gallant Micro. Machining
6641,GSD-KY
6643,M31 Technology
6645,KIM FOREST
6649,TAIWAN BIOMATERIAL CO LTD
6651,Cystech Electronics
6654,Tian Zheng International Precision Machinery
6655,KD
6657,ENERGENESIS
6658,SynPower
6661,WELGENE BIOTECH CO LTD
6662,BIOLASCO TAIWAN CO LTD
6666,LLF-KY
6667,Trusval Technology
6668,Zhong Yang
6669,Wiwynn
6670,FSP
6671,San Neng-KY
6672,Ventec
6674,CBN
6679,Zilltek Technology
6680,Sintrones Technology
6683,Keystone Microtech
6684,Algoltek
6689,ECV
6690,Acer Cyber Security
6691,YANKEY
6692,Acmepoint Energy Services
6693,Inergy Technology
6695,iCatchtek
6697,Information Technology Total Services
6698,FINEMAT
6703,SHINY BRANDS GROUP CO LTD
6706,FitTech
6708,Mars Semiconductor
6712,EVER SUPREME BIO TECHNOLOGY CO
6715,Lintes
6716,PADAUK Technology
6719,uPI
6720,Major-Power Technology
6721,Sincere Security
6722,Whetron
6725,Cica-Huntek Chemical Technology Taiwan
6728,Up Young Cornerstone
6730,LAGIS
6732,Sensortek Technology
6733,BIOGEND THERAPEUTICS CO LTD
6735,AMIDA Technology
6739,Grade Upon Technology
6742,Vti
6743,AMPACS
6751,Acer Synergy Tech
6752,Galaxy Software Services
6753,LUNGTEH
6754,Rich Honour
6756,VLI
6757,TTW
6762,DELTA ASIA INTERNATIONAL CORPOR
6763,Green World Fintech Service
6767,WILTROM CO LTD
6768,SPG-KY
6770,PSMC
6771,PHET
6776,Weblink
6781,AES-KY
6782,VISCO
6785,Alar
6788,Brillian Network & Automation Integrated System
6789,VisEra
6790,YFYCPG
6791,Taiwan Auto-Design Co
6792,Unictron
6794,UnicoCell
6796,MiiS
6799,M3TEK
6803,ECOVE Environment
6804,Axman Enterprise
6805,Fositek
6807,FY-KY
6811,Acer E-Enabling Service Business
6823,Greenfiltec
6829,ChenFull Precision
6830,MSS
6831,MICROLOOPS
6834,EVEROHMS
6835,CMI
6838,FRMSP
6840,BTL
6841,EFAI
6843,JDV
6844,NORBEL
6846,GREENYN
6854,PlayNitride
6855,Eclatorq Technology
6856,SHINE TREND International Multimedia Technology
6859,Best Precision Industrial
6861,INCX
6862,TRIO-KY
6863,Arizon RFID
6865,WebComm Technology
6869,J&V Energy
6870,Turn Cloud Technology Service
6872,NaviFUS
6873,HDRE
6874,M-POWER INFORMATION
6875,PBI
6877,Hye Technology
6881,Ruentex Interior Design
6884,Highpoint Service Network
6885,BRIM
6887,BORETECH-KY
6890,Lai Yih
6894,Waste Recovery Technology
6895,Wave Power Technology
6899,Apex Material Technology
6901,DIAMOND BIOFUND
6902,Gogolook
6903,Jiu Han System Technology
6904,Proxene Tools
6906,Groundhog
6908,AGM
6909,tCt
6910,Grandsys
6914,PSS
6916,WINSTAR
6918,A Plus Biotech
6919,Caliway
6921,LeRain
6922,Neousys Technology
6923,ctrt
6924,EIKEI-KY
6925,eLand Information
6928,UTI
6929,We Can
6931,Qing Song
6933,AMAX
6934,HCMED
6936,Vetnostrum
6937,Skytech
6944,Mega Union
6945,APBio
6947,Techzone
6949,PELL BMT
6951,CHIN HSIN
6952,DWS
6953,Gudeng Equipment
6955,BONRAYBIO
6957,Horizon
6958,INFINITE
6961,Uni Travel Services
6962,ITH-KY
6965,CJ
6968,Wonder Pets Enterprises
6969,Transcene
6971,Hui Min Environmental Tech
6982,WALRUS PUMP
6983,HUA YANG Precision Machinery
6986,HEXUN
6988,WELLYSUN
6994,FWP
6996,Forcelead Technology
6997,Nextlink Technology Co
7402,Brinno Incorporated
7547,Intumit
7556,Yeedex Electronic
7584,Happytuk
7610,LIANYOU METALS
7631,GENIIDEAS
7642,Champ Ray
7689,CLIMAX
7703,Rayzher Industrial
7704,Finesse Technology
7705,Mercuries F&B
7708,Family International Gourmet
7709,Honor
7711,ASROCK RACK
7712,Potens Semiconductor
7713,WeLeader
7714,Uniforce Technology
7715,Yuh Shan Environmental Engineering
7716,ITI International Transportation
7718,SPEC
7721,MICROPROGRAM
7722,LINEPAY
7723,Jhu Jian Catering
7728,Enli Technology
7730,NEMS
7732,KING SHING
7734,AblePrint Technology
7736,HUSHAN
7738,Eastern Union Interactive
7740,SEETEL
7743,KFS
7747,GrandTech Cloud Services
7749,iGo-KY
7750,Syntec
7751,Horng Terng Automation
7753,Star Asia Vision
7757,Lebledor F&B
7760,ENJOY
7765,CHT Security
7767,High Performance Information
7768,PVI
7769,HON
7770,ZEITEC Semiconductor
7772,Morrison Opto Electronics
7777,ABICO Asia Capital
7780,DAIKEN
7782,Speeding Rocket
7786,DFO
7788,SONG CHUAN
7791,LUCKY ROYAL
7792,Am-Power Machine International Enterprise
7794,Acerpure
7795,EPM
7799,HNMC
7803,aetherAI
7805,QNAP Systems
7810,Jtron Technology
7811,Minson Integration
7812,TMYTEK
7814,HORIEN
7818,KEMFLO
7819,Systex Fintech
7820,Liying Environmental Protection Technology
7821,MDT
7822,V5 TECHNOLOGIES
7823,CyCraft-KY
7825,New Smart Technology
7827,Hanchor-KY
7828,Innostar Service
7835,H2U
7839,Pro360
7842,Greenet
7855,HLC
7856,Hermes Testing Solutions
8011,TTCC
8016,Sitronix
8021,Topoint
8024,Alpha Microelectronics
8027,E&R ENGINEERING CORPORATION
8028,PSI
8033,TT
8034,OPNET Technologies
8039,TAIFLEX
8040,IC Plus
8044,PChome Online
8045,TWOWAY
8046,N.P.C
8047,Great Computer
8048,Ruby Tech
8049,Ampire
8050,IBASE Technology
8054,"Alcor Micro,Corp"
8059,CastleNet Technology
8064,Contrel Technology
8066,Lifestyle Global Enterprise
8069,E Ink Holdings
8070,CHANG WAH
8072,AV TECH
8076,Firich Enterprises
8077,Green World Hotels
8080,TerraLink Enterprise
8081,GMT
8083,PRO-HAWK CORP
8085,Forward Electronics
8086,Advanced Wireless Semiconductor
8087,LeadSun Greentech
8088,Panram International
8089,Comtrend
8091,Feedback Technology
8092,Chien Wei Precise Technology
8097,ATW Technology
8099,Tatung System Technologies
8101,Arima Comm.
8102,Jeilin Technology
8103,CviLux
8104,RiTdisplay
8105,GiantPlus
8107,TAYIH KENMOS AUTO PARTS CO LTD
8110,WALTON
8111,Ligitek Electronics
8112,Supreme
8114,POSIFLEX
8131,FATC
8150,ChipMOS
8162,MSEC
8163,DARFON
8171,Formosa Electronic Industries
8176,Z-Com
8183,Info-Tek
8201,BESTA
8210,CHENBRO
8213,tpt
8215,BMC
8222,Aero Win
8227,Progate Group
8234,NEXCOM International
8240,Wah Hong Industrial
8249,CSI
8255,ACTRON TECHNOLOGY CORP
8261,APEC
8271,Apacer
8272,Changing Information Technology
8277,Unifosa
8279,SYNGEN BIOTECH CO LTD
8284,Mitake Information
8299,Phison Electronics
8341,SF
8342,I Jang Industrial
8349,QST INTERNATIONAL CORP
8354,Koan Hao Technology
8367,CS
8374,ACE PILLAR
8383,Chen Full International
8390,Jiin Yeeh Ding Enterprises
8401,Bai Sha Technology
8403,SHAREHOPE MEDICINE CO LTD
8404,PAIHO  SHIH
8409,EBM TECHNOLOGIES INCORPORATED
8410,Sentien Printing Factory
8411,KINGCAN
8415,BRIGHTON-BEST INTERNATION (TAIW
8416,Solidwizard Technology
8421,Xu Yuan Packaging Technology
8422,Cleanaway
8424,Wellpool
8429,Jinli
8431,Superior Plating Technology
8432,TSH BIOPHARM CORPORATION LIMITE
8435,Zimmite Taiwan
8436,TCI CO LTD
8438,AMIA
8440,"E&E Recycling,Inc"
8442,WW
8443,ASO
8446,HIM International Music
8450,Pili International Multimedia
8454,momo
8462,Power Wind
8463,RTM
8464,Nien Made
8466,M.J.
8467,BONNY
8472,Navicare Biotech
8473,FOREST WATER
8476,TESC
8477,Xxtechec
8478,Ocean Alexander
8481,Transart
8482,Shane Global
8487,ELTA
8488,JYPKG
8489,Samebest
8499,TOP BRIGHT
8905,Eagle Cold Storage Enterprise
8906,Forward Graphic Enterprise
8908,ShinHsiung Natural Gas
8916,Kwong Lung Enterprise
8917,Hsin Tai Gas
8921,Shen's Art Printing
8923,China Times Publishing Comp
8924,O-TA Precision Industry
8926,TCC
8927,North-Star International
8928,Dynamic Precision Industry
8929,Fu Burg Industrial
8930,CKM APPLIED MATERIALS CORP
8931,Ta-Yuan Cogeneration
8932,Wiselink
8933,Ideal Bike
8935,Pontex Polyblend
8936,Kuo Toong International
8937,Her Chee Industrial
8938,Advanced International Multitech
8940,New Palace
8942,Xxentria Technology Materials
8996,KAORI
9103,MEDTECS
910322,Tingyi
9105,CCET
910861,DCH
9110,VMEP Holdings
911608,BH Global
911622,TYCN
911868,Neo-Neon
912000,SIM TECH
9136,Ju Teng
9802,Fulgent Sun
9902,TIDEHOLD
9904,PCC
9905,GCM
9906,HSIN BA BA
9907,TON YI
9908,GTG
9910,FT
9911,TAIWAN SAKURA
9912,AIC
9914,MIC
9917,TAIWAN SECOM
9918,S.S.N.G
9919,KNH
9921,GIANT
9924,TAIWAN FU HSING
9925,SKS
9926,S.H.
9927,TMI
9928,CTV
9929,CHOICE
9930,CHC
9931,HSIN KAO
9933,CTCI
9934,GUIC
9935,CF
9937,NPC
9938,TAIWAN PAIHO
9939,HON CHUAN
9940,Sinyi
9941,TAC
9942,MAO SHUN
9943,HOLIDAY
9944,Shinih
9945,RUENTEX DEVELOP
9946,SANFAR
9949,Tittot
9950,EMINENT LUGGAGE CORPORATION
9951,MACAUTO INDUSTRIAL CO
9955,SDTI
9958,CIS
9960,Dacome International
9962,YEOU YIH STEEL CO LTD
